Channel_Des,Region_Des,Reset,Customer_ID,Delicassen,Detergents_Paper,Food,Fresh,Frozen,Grocery,Milk,Total Spending
Horeca,Oporto,Reset Button,340,1942,573,20663,2617,9584,5332,1188,21236
Retail,Other Regions,Reset Button,341,1371,7271,15835,381,388,9670,4025,23106
Retail,Other Regions,Reset Button,342,2158,5162,22246,2320,767,11238,5763,27408
Horeca,Other Regions,Reset Button,343,1328,4595,13613,255,349,5923,5758,18208
Retail,Other Regions,Reset Button,344,37,15469,36462,1689,1456,26316,6964,51931
Horeca,Other Regions,Reset Button,345,379,217,8591,3043,2234,1763,1172,8808
Horeca,Other Regions,Reset Button,346,303,3843,12840,1198,402,8335,2602,16683
Retail,Other Regions,Reset Button,347,1115,6600,29059,2771,2693,15541,6939,35659
Retail,Other Regions,Reset Button,348,1022,4621,50706,27380,2809,12311,7184,55327
Horeca,Other Regions,Reset Button,349,665,1184,9842,3428,1341,2028,2380,11026
Retail,Other Regions,Reset Button,350,445,12218,43593,5981,2005,20521,14641,55811
Horeca,Other Regions,Reset Button,351,995,173,9408,3521,1796,1997,1099,9581
Retail,Other Regions,Reset Button,352,3137,12638,38426,1210,1741,22294,10044,51064
Horeca,Other Regions,Reset Button,353,195,90,4272,608,830,1533,1106,4362
Retail,Other Regions,Reset Button,354,1111,8682,28923,117,228,21203,6264,37605
Horeca,Other Regions,Reset Button,355,2341,1333,32707,14039,6386,2548,7393,34040
Horeca,Other Regions,Reset Button,356,127,184,3301,190,245,2012,727,3485
Horeca,Other Regions,Reset Button,357,548,9,26743,22686,3157,218,134,26752
Retail,Other Regions,Reset Button,358,110,6747,23831,37,137,22272,1275,30578
Horeca,Other Regions,Reset Button,359,4100,536,31297,759,6114,1660,18664,31833
Horeca,Other Regions,Reset Button,360,776,232,9899,796,340,2109,5878,10131
Horeca,Other Regions,Reset Button,361,503,468,27728,19746,2601,2006,2872,28196
Horeca,Other Regions,Reset Button,362,405,159,7816,4734,1206,864,607,7975
Horeca,Other Regions,Reset Button,363,712,179,7447,2121,560,2453,1601,7626
Horeca,Other Regions,Reset Button,364,314,1335,10567,4627,191,4438,997,11902
Horeca,Other Regions,Reset Button,365,468,514,6583,2615,1103,1524,873,7097
Retail,Other Regions,Reset Button,366,3105,4515,23569,4692,1619,8025,6128,28084
Horeca,Other Regions,Reset Button,367,447,222,15062,9561,1173,1664,2217,15284
Horeca,Other Regions,Reset Button,368,342,252,6704,3477,1457,534,894,6956
Horeca,Other Regions,Reset Button,369,558,101,28541,22335,2046,2406,1196,28642
Horeca,Other Regions,Reset Button,370,296,41,8616,6211,1089,683,337,8657
Retail,Other Regions,Reset Button,371,2235,523,52177,39679,1364,4955,3944,52700
Horeca,Other Regions,Reset Button,372,790,716,32885,20105,8164,1939,1887,33601
Horeca,Other Regions,Reset Button,373,4829,397,15031,3884,876,1641,3801,15428
Retail,Other Regions,Reset Button,374,3113,1916,33348,15076,1504,7398,6257,35264
Horeca,Other Regions,Reset Button,375,686,311,12440,6338,1492,1668,2256,12751
Horeca,Other Regions,Reset Button,376,70,476,9120,5841,597,1162,1450,9596
Retail,Other Regions,Reset Button,377,1426,4666,32419,3136,5641,13586,8630,37085
Horeca,Other Regions,Reset Button,378,1242,96,46871,38793,1034,2648,3154,46967
Horeca,Other Regions,Reset Button,379,1114,68,9817,3225,282,1902,3294,9885
Retail,Other Regions,Reset Button,380,179,813,19912,4048,130,10391,5164,20725
Horeca,Other Regions,Reset Button,381,270,600,35498,28257,3881,2146,944,36098
Horeca,Other Regions,Reset Button,382,532,246,34437,17770,9927,1617,4591,34683
Horeca,Other Regions,Reset Button,383,2893,1711,55791,34454,2540,8469,7435,57502
Horeca,Other Regions,Reset Button,384,361,397,11002,1821,4006,3450,1364,11399
Horeca,Other Regions,Reset Button,385,5120,282,56696,10683,3635,15400,21858,56978
Horeca,Other Regions,Reset Button,386,1068,192,17822,11635,2583,1614,922,18014
Horeca,Other Regions,Reset Button,387,967,353,10595,1206,1945,2857,3620,10948
Horeca,Other Regions,Reset Button,388,961,231,27328,20918,1960,1573,1916,27559
Horeca,Other Regions,Reset Button,389,406,200,13888,9785,1677,1172,848,14088
Horeca,Other Regions,Reset Button,390,684,227,16040,9385,3019,1422,1530,16267
Horeca,Other Regions,Reset Button,391,1000,311,12363,3352,5502,1328,1181,12674
Horeca,Other Regions,Reset Button,392,1827,95,10455,2647,907,2313,2761,10550
Horeca,Other Regions,Reset Button,393,654,122,9611,518,659,3600,4180,9733
Horeca,Other Regions,Reset Button,394,819,385,43643,23632,8620,3842,6730,44028
Horeca,Other Regions,Reset Button,395,452,149,18296,12377,1398,3204,865,18445
Horeca,Other Regions,Reset Button,396,290,841,15392,9602,2921,1263,1316,16233
Retail,Other Regions,Reset Button,397,2213,3378,30708,4515,2644,9345,11991,34086
Horeca,Other Regions,Reset Button,398,743,64,22210,11535,6838,1428,1666,22274
Horeca,Other Regions,Reset Button,399,247,74,18693,11442,5390,582,1032,18767
Horeca,Other Regions,Reset Button,400,375,469,13100,9612,1601,935,577,13569
Horeca,Other Regions,Reset Button,401,1014,153,11180,4446,3576,1238,906,11333
Horeca,Other Regions,Reset Button,402,1902,92,47221,27167,13223,2128,2801,47313
Horeca,Other Regions,Reset Button,403,340,10,36943,26539,220,5091,4753,36953
Horeca,Other Regions,Reset Button,404,288,632,41631,25606,127,4604,11006,42263
Horeca,Other Regions,Reset Button,405,715,914,31169,18073,4324,3444,4613,32083
Horeca,Other Regions,Reset Button,406,378,593,11544,6884,2069,1167,1046,12137
Horeca,Other Regions,Reset Button,407,960,1092,45868,25066,9806,5026,5010,46960
Retail,Other Regions,Reset Button,408,553,7883,42296,7362,2854,18683,12844,50179
Retail,Other Regions,Reset Button,409,344,2730,20534,8257,1646,6407,3880,23264
Horeca,Other Regions,Reset Button,410,5137,2123,25928,8708,2349,6100,3634,28051
Horeca,Other Regions,Reset Button,411,1892,1860,16573,6633,1389,4563,2096,18433
Horeca,Other Regions,Reset Button,412,4365,235,14596,2126,1535,3281,3289,14831
Horeca,Other Regions,Reset Button,413,62,2970,16262,97,98,12400,3605,19232
Horeca,Other Regions,Reset Button,414,2435,912,36776,4983,17866,6633,4859,37688
Horeca,Other Regions,Reset Button,415,290,1135,17345,5969,5679,3417,1990,18480
Retail,Other Regions,Reset Button,416,1874,3540,26005,7842,1691,8552,6046,29545
Retail,Other Regions,Reset Button,417,993,6728,28078,4389,848,10908,10940,34806
Horeca,Other Regions,Reset Button,418,1063,3485,23046,5065,364,11055,5499,26531
Retail,Other Regions,Reset Button,419,776,6740,28685,660,133,18622,8494,35425
Horeca,Other Regions,Reset Button,420,1521,1580,17021,8861,633,2223,3783,18601
Horeca,Other Regions,Reset Button,421,1393,6818,24367,4456,25,13227,5266,31185
Retail,Other Regions,Reset Button,422,1784,3415,33778,17063,1031,9053,4847,37193
Horeca,Other Regions,Reset Button,423,1218,948,33997,26400,830,4172,1377,34945
Retail,Other Regions,Reset Button,424,668,1803,27635,17565,1059,4657,3686,29438
Retail,Other Regions,Reset Button,425,249,3213,33219,16980,874,12232,2884,36432
Horeca,Other Regions,Reset Button,426,1886,108,33478,11243,15348,2593,2408,33586
Horeca,Other Regions,Reset Button,427,1894,5079,41832,13134,3141,14316,9347,46911
Horeca,Other Regions,Reset Button,428,1163,439,69373,31012,15082,5429,16687,69812
Horeca,Other Regions,Reset Button,429,317,850,16442,3047,2198,4910,5970,17292
Horeca,Other Regions,Reset Button,430,2501,84,16485,8607,47,3580,1750,16569
Horeca,Other Regions,Reset Button,431,2080,241,26465,3097,575,16483,4230,26706
Horeca,Other Regions,Reset Button,432,1498,1377,34183,8533,13486,5160,5506,35560
Horeca,Other Regions,Reset Button,433,395,1328,27697,21117,269,4754,1162,29025
Horeca,Other Regions,Reset Button,434,1449,356,9683,1982,1541,1493,3218,10039
Horeca,Other Regions,Reset Button,435,838,2371,30173,16731,688,7994,3922,32544
Horeca,Other Regions,Reset Button,436,2204,182,73120,29703,13135,16027,12051,73302
Horeca,Other Regions,Reset Button,437,2346,93,48279,39228,4510,764,1431,48372
Retail,Other Regions,Reset Button,438,1867,14841,62566,14531,437,30243,15488,77407
Horeca,Other Regions,Reset Button,439,2125,168,17666,10290,1038,2232,1981,17834
Horeca,Other Regions,Reset Button,440,52,477,7112,2787,65,2510,1698,7589
